id,minimo_sueldo,total_gasto_inicial
5055,"1222072,5",787005
5056,"169912,5",112017
5057,"828817,5",535472
5058,620605,400967
5059,501195,312791
5060,"577737,5",370623
5061,212840,137429
5062,509550,319285
5063,"414877,5",258948
5064,511695,320932
5065,"606882,5",378738
5066,780450,490272
5067,"301467,5",188813
5068,"983962,5",616436
5069,646805,416752
5070,810660,516072
5071,385500,253004
5072,"294027,5",190192
5073,747795,484719
5074,668175,432312
5075,633165,417254
5076,263685,170709
5077,731130,471509
5078,504070,323975
5079,"343092,5",221123
5080,"749722,5",483000
5081,1681475,1056232
5082,"1439157,5",903460
5083,539900,338880
5084,1356015,845397
5085,927030,582376
5086,"642132,5",401744
5087,720090,474341
5088,1227365,790062
5089,464355,298163
5090,1046055,673582
5091,"1067142,5",687658
5092,"1408337,5",881405
5093,366625,236255
5094,752780,482732
5095,"1063472,5",687605
5096,647630,407005
5097,513090,330797
5098,1126285,700678
5099,840185,544104
5100,"1657792,5",1069176
5101,329390,212345
5102,564550,353390
5103,"505927,5",315733
5104,394435,247836
5105,"902947,5",594796
5106,1542300,1014952
5107,"158127,5",98891
5108,1195250,770500
5109,670095,418339
5110,158140,98742
5111,"402052,5",255478
5112,431685,283194
5113,307455,202526
5114,436195,282399
5115,384380,239626
5116,709830,466378
5117,"156287,5",98182
5118,277770,177112
5119,"534127,5",345261
5120,707530,457836
5121,704765,455042
5122,"571257,5",368362
5123,"1611657,5",1006161
5124,"623682,5",402487
5125,492205,309483
5126,744120,466631
5127,572335,357115
5128,1191315,742563
5129,587495,374415
5130,188960,121796
5131,426350,266941
5132,664935,436294
5133,"1138547,5",723490
5134,"859647,5",540658
5135,295680,193859
5136,"514772,5",322170
5137,390820,244482
5138,"1834117,5",1186428
5139,"268932,5",173624
5140,"568312,5",374197
5141,287025,188324
5142,982800,626338
5143,432540,284731
5144,"658092,5",425254
5145,"203472,5",127706
5146,"304762,5",193947
5147,"401482,5",264595
5148,537420,343120
5149,321945,205558
5150,"330272,5",206389
5151,828330,544318
5152,880650,580616
5153,640500,422015
5154,"686792,5",430482
5155,509725,327866
5156,1290635,805613
5157,978530,630039
5158,313620,195794
5159,"575627,5",361182
5160,"1048372,5",676102
5161,532495,343671
5162,"815802,5",524242
5163,"694387,5",447345
5164,"397487,5",249358
5165,933835,600317
5166,"709822,5",457125
5167,999470,642731
5168,630325,405015
5169,"1780567,5",1110853
5170,151800,99671
5171,625050,393326
5172,"320542,5",200583
5173,413985,263953
5174,1038360,649429
5175,441450,281308
5176,633660,402658
5177,"900207,5",564512
5178,1583810,996967
5179,"541622,5",338886
5180,439505,275764
5181,"1033182,5",645454
5182,532490,344421
5183,1188000,758579
5184,535540,345074
5185,"320347,5",205802
5186,"552462,5",355915
5187,538275,349003
5188,741435,478778
5189,"292177,5",182769
5190,875895,565126
5191,1101310,700103
5192,710855,459272
5193,297600,185465
5194,312590,195638
5195,"947967,5",592323
5196,"464047,5",297716
5197,150000,98895
5198,709630,450950
5199,990390,620052
5200,1273650,821518
5201,894410,576009
5202,"468877,5",302473
5203,"474877,5",297523
5204,289875,186991
5205,"500827,5",323645
5206,229000,143043
5207,487350,310029
5208,400735,262645
5209,476415,299211
5210,1001030,624342
5211,233640,149141
5212,"270717,5",169410
5213,"362542,5",237786
5214,518890,325086
5215,"204297,5",127644
5216,363375,234664
5217,489645,312427
5218,649595,404582
5219,"558592,5",348923
5220,1035260,667625
5221,"1131242,5",721994
5222,563640,370898
5223,723900,476247
5224,970175,619629
5225,"849907,5",547866
5226,"1958762,5",1225863
5227,425295,264851
5228,"690792,5",445152
5229,1226070,779034
5230,595350,379390
5231,558850,348671
5232,"542097,5",340452
5233,330750,217292
5234,"731917,5",470081
5235,681890,442053
5236,"1167447,5",729596
5237,"495747,5",319908
5238,"498492,5",321497
5239,611980,383177
5240,"526387,5",340379
5241,532530,349093
5242,1279425,822643
5243,358155,223786
5244,471870,299736
5245,165885,107585
5246,384360,241867
5247,243525,155263
5248,"516592,5",332868
5249,314160,206490
5250,"389637,5",243885
5251,926160,577282
5252,"828862,5",537162
5253,323950,207862
5254,1081575,711689
5255,379215,236705
5256,685500,451186
5257,949805,605518
5258,"636632,5",410288
5259,224280,147476
5260,387370,250921
5261,"851517,5",529684
5262,342510,225808
5263,365045,228940
5264,1082425,696926
5265,"483492,5",312330
5266,235855,147513
5267,883310,552470
5268,257715,161410
5269,362090,225677
5270,850615,547594
5271,576925,372063
5272,1135665,709335
5273,"640802,5",400874
5274,448875,286681
5275,"469867,5",293093
5276,"1351577,5",872444
5277,640930,413929
5278,"956047,5",619651
5279,"332707,5",208039
5280,"651347,5",429148
5281,"509917,5",334239
5282,362700,237953
5283,1074375,686014
5284,265450,171016
5285,"156562,5",101320
5286,276000,181615
5287,"521292,5",325837
5288,1432200,943619
5289,566675,371622
5290,429570,273157
5291,"237877,5",153739
5292,"450797,5",295885
5293,1523475,982178
5294,"1264952,5",815805
5295,"266037,5",166937
5296,699000,445095
5297,"546247,5",348125
5298,"302407,5",189515
5299,"475067,5",297320
5300,1022110,658031
5301,"539662,5",343703
5302,"1274457,5",798431
5303,594270,370872
5304,"351427,5",226541
5305,"661622,5",425969
5306,268075,172412
5307,"415692,5",258771
5308,1117135,711580
5309,430560,274135
5310,"573722,5",360857
5311,1010400,663246
5312,"356377,5",229445
5313,428155,275773
5314,"712127,5",459460
5315,612515,383986
5316,"253552,5",166815
5317,574300,358298
5318,"382827,5",245815
5319,991020,629472
5320,"487592,5",305522
5321,"248257,5",157717
5322,663415,434982
5323,"757982,5",489530
5324,465300,295511
5325,"1197502,5",773014
5326,"523702,5",327408
5327,"287337,5",179519
5328,"429112,5",277424
5329,"277177,5",182199
5330,503860,315182
5331,277215,174119
5332,717885,458054
5333,"848032,5",546816
5334,"1081002,5",699265
5335,468560,294151
5336,426870,271309
5337,"1076252,5",673206
5338,"514967,5",322787
5339,"446277,5",287704
5340,1400450,877033
5341,"480532,5",306421
5342,"678492,5",423033
5343,"690852,5",432891
5344,1399325,876676
5345,222000,145794
5346,298410,189555
5347,"1292262,5",830809
5348,591895,382412
5349,391605,251824
5350,"298337,5",192717
5351,"587457,5",368143
5352,"663647,5",415051
5353,"926017,5",577075
5354,602070,395600
5355,450375,283490
5356,"282892,5",186486
5357,810660,522791
5358,508500,323809
5359,424540,273738
5360,"304902,5",196432
5361,"455017,5",289228
5362,"815567,5",527747
5363,"402982,5",259342
5364,729745,470660
5365,505080,331232
5366,354230,221513
5367,723345,474182
5368,"501142,5",322549
5369,457585,286358
5370,"1435197,5",925260
5371,792115,511348
5372,"1282877,5",803680
5373,"703907,5",455001
5374,"466532,5",291702
5375,156545,98457
5376,868330,562333
5377,561150,356756
5378,1101310,723530
5379,493830,315090
5380,709240,456613
5381,"173762,5",114177
5382,"643917,5",415994
5383,443625,286258
5384,"615647,5",405115
5385,504990,322699
5386,599955,375762
5387,462125,297975
5388,"517267,5",334106
5389,"532592,5",332576
5390,"616587,5",405180
5391,529595,341933
5392,"352027,5",224231
5393,513480,329684
5394,798000,508947
5395,307560,195870
5396,"587307,5",369320
5397,"1073992,5",692357
5398,526500,345900
5399,1160830,726461
5400,"721067,5",450488
5401,"996342,5",621893
5402,450455,290494
5403,150000,98881
5404,"904587,5",585316
5405,"596302,5",391861
5406,329210,205533
5407,"337267,5",214655
5408,"632142,5",407642
5409,789060,509557
5410,628935,394292
5411,150000,95500
5412,890605,574220
5413,631110,415480
5414,"718877,5",451302
5415,"1078937,5",674566
5416,478800,304236
5417,"818827,5",526922
5418,1089960,682858
5419,"531167,5",331503
5420,"925747,5",578373
5421,1344535,841653
5422,"1138952,5",739112
5423,632055,408001
5424,"230287,5",146330
5425,616520,404338
5426,"271667,5",174976
5427,"157127,5",101677
5428,392525,246349
5429,300510,197408
5430,490440,306930
5431,468885,293492
5432,"387452,5",246490
5433,509395,328861
5434,968715,635232
5435,"685237,5",443200
5436,355515,228792
5437,"524612,5",345829
5438,"391872,5",244899
5439,761210,500906
5440,"444917,5",278222
5441,459315,302660
5442,"641107,5",401814
5443,667845,430022
5444,"336947,5",210498
5445,2070885,1294243
5446,520865,324996
5447,1118785,718906
5448,472780,305803
5449,"184597,5",115515
5450,"1616982,5",1016047
5451,1155710,724665
5452,"911897,5",571522
5453,906300,576169
5454,"747742,5",483124
5455,315635,203799
5456,"185652,5",119990
5457,1048380,667331
5458,1065430,688095
5459,383745,248911
5460,"624937,5",403806
5461,"416582,5",260465
5462,768815,505431
5463,"924257,5",577655
5464,875210,562708
5465,"1218432,5",800425
5466,636355,410407
5467,170610,108944
5468,"527292,5",339044
5469,658950,420685
5470,"1145422,5",728417
5471,"268317,5",167847
5472,773955,491945
5473,1366480,853223
5474,402980,252079
5475,1146000,716074
5476,1041695,650052
5477,260735,165694
5478,"648082,5",403611
5479,307455,201591
5480,"277697,5",174299
5481,442645,285296
5482,389480,245134
5483,"156632,5",101489
5484,485865,310045
5485,346005,226809
5486,651225,428709
5487,"870817,5",572052
5488,"525092,5",330126
5489,"549892,5",344066
5490,"455962,5",294084
5491,1145250,741602
5492,409380,256211
5493,735525,460279
5494,782795,503425
5495,"160037,5",103293
5496,"832607,5",530991
5497,563970,352719
5498,"421642,5",272381
5499,678090,423562
5500,583200,372392
5501,"457852,5",301801
5502,1072705,696197
5503,"1882837,5",1176648
5504,"306702,5",201280
5505,"894307,5",577714
5506,"654087,5",416862
5507,528165,346296
5508,"273057,5",176587
5509,283475,177141
5510,654550,409494
5511,"813437,5",525890
5512,"305812,5",201584
5513,506340,322974
5514,499500,328938
5515,"615457,5",398595
5516,"254907,5",163741
5517,865625,557054
5518,"573102,5",357974
5519,"553947,5",346296
5520,"687707,5",443642
5521,519730,325554
5522,290970,191596
5523,"316632,5",203987
5524,"284707,5",181583
5525,"672402,5",434198
5526,437450,272774
5527,369075,235607
5528,"1598617,5",1047952
5529,"326157,5",211093
5530,864045,557599
5531,324395,208541
5532,"1133457,5",713359
5533,"271177,5",172313
5534,"296847,5",185372
5535,"908442,5",566812
5536,957600,608896
5537,1156080,722628
5538,535240,333896
5539,"419957,5",262872
5540,600825,376008
5541,1061720,664210
5542,567260,366378
5543,"590977,5",370555
5544,"443272,5",290738
5545,304500,200574
5546,"816287,5",511636
5547,613975,396862
5548,1499640,942742
5549,970420,610303
5550,867510,552423
5551,"521892,5",335842
5552,"586427,5",380480
5553,729940,472584
5554,"709592,5",457631
5555,"406762,5",263708
5556,708000,450356
5557,1046070,668133
5558,"349537,5",223100
5559,793995,505549
5560,420525,276215
5561,"1071327,5",669863
5562,162465,104676
5563,"469072,5",299332
5564,652835,409080
5565,"330212,5",206786
5566,997500,645599
5567,370775,231951
5568,"599377,5",373486
5569,"284217,5",183247
5570,572040,367965
5571,521100,342757
5572,1211015,781563
5573,404490,265688
5574,301470,194822
5575,184000,118611
5576,682295,441725
5577,"311587,5",194539
5578,"156632,5",98130
5579,516150,328974
5580,956475,630638
5581,770615,506051
5582,1102945,687862
5583,"463157,5",298087
5584,509265,328757
5585,"525102,5",338724
5586,"1511877,5",979029
5587,"429807,5",277963
5588,"404327,5",261095
5589,"157117,5",98607
5590,491035,316842
5591,1083680,699069
5592,706665,443296
5593,849915,541723
5594,519360,334944
5595,"928767,5",597539
5596,436770,274535
5597,457270,286716
5598,579000,368695
5599,391995,257606
5600,"220817,5",138317
5601,"528547,5",340105
5602,"857232,5",562097
5603,"996972,5",643279
5604,"364297,5",232102
5605,"1110127,5",713623
5606,"688482,5",444500
5607,"673117,5",442610
5608,486490,313692
5609,786010,505310
5610,711405,458178
5611,"812142,5",521240
5612,315900,201080
5613,374930,233671
5614,"225937,5",145683
5615,531955,350692
5616,"566537,5",366144
5617,312635,196012
5618,448675,285765
5619,425880,271454
5620,879010,552121
5621,"1387132,5",867313
5622,"488632,5",322087
5623,512865,337328
5624,301140,192439
5625,"692187,5",447003
5626,"298987,5",193092
5627,"917232,5",592636
5628,"726407,5",478045
5629,685425,435982
5630,"1123337,5",726250
5631,"333332,5",209004
5632,"515422,5",322147
5633,"855297,5",543261
5634,"1110922,5",714916
5635,756910,488363
5636,"1769657,5",1107094
5637,727355,455533
5638,"666517,5",416280
5639,531365,349960
5640,544170,346958
5641,156480,97910
5642,"238842,5",149482
5643,765180,487850
5644,"945647,5",593505
5645,"444472,5",286915
5646,1152480,758529
5647,1269675,807785
5648,264195,168597
5649,789080,493954
5650,513650,320473
5651,"517927,5",335433
5652,"720682,5",451712
5653,"386487,5",253995
5654,"1171767,5",754562
5655,803430,527295
5656,1526535,984686
5657,872630,561542
5658,446355,294126
5659,"157577,5",101342
5660,274900,171935
5661,"586142,5",380093
5662,"663732,5",415540
5663,"688502,5",443435
5664,292735,182195
5665,730970,470371
5666,397800,253644
5667,281855,176436
5668,"512462,5",319430
5669,1259420,784076
5670,488695,305070
5671,"590827,5",381848
5672,"168102,5",105215
5673,"461837,5",289747
5674,968625,637209
5675,696960,457962
5676,1465975,962524
5677,401440,259265
5678,425370,273604
5679,425250,271552
5680,"1460982,5",945622
5681,"964867,5",636069
5682,"319087,5",205376
5683,381750,244784
5684,"584162,5",383359
5685,692010,440313
5686,"442642,5",290922
5687,490680,322599
5688,"270107,5",168507
5689,"275307,5",177685
5690,252525,161102
5691,"1337802,5",840238
5692,"1086467,5",682461
5693,"888967,5",557938
5694,435930,280638
5695,390775,252180
5696,"613582,5",397989
5697,498510,317759
5698,849150,557945
5699,475125,296818
5700,"1277597,5",828172
5701,869690,543390
5702,"224687,5",145128
5703,"594672,5",371604
5704,740540,462673
5705,349580,225062
5706,"1060372,5",684661
5707,493205,318214
5708,"649592,5",418555
5709,576300,370649
5710,"314582,5",202372
5711,819180,509862
5712,160890,105733
5713,359850,225729
5714,275880,175762
5715,315560,196809
5716,907725,595639
5717,785280,507222
5718,"866327,5",551236
5719,"588802,5",380741
5720,1188000,780049
5721,286830,185581
5722,"431967,5",271272
5723,305910,201294
5724,1819005,1175743
5725,1028340,657161
5726,264895,170786
5727,"475012,5",306096
5728,538905,343963
5729,705760,440093
5730,"729407,5",455455
5731,381600,251016
5732,656640,430916
5733,328530,216111
5734,"509062,5",328881
5735,"375412,5",242061
5736,338780,218744
5737,"566342,5",366558
5738,455070,299058
5739,"1162627,5",748595
5740,"772252,5",497812
5741,"319212,5",199120
5742,"671842,5",427876
5743,150000,95372
5744,"408582,5",264085
5745,"882772,5",553050
5746,"562927,5",370305
5747,"157432,5",98330
5748,816425,510698
5749,751495,485100
5750,"360982,5",226485
5751,"1127992,5",705971
5752,408510,259668
5753,"1448202,5",909741
5754,"371097,5",232561
5755,611625,389766
5756,299880,191129
5757,"706392,5",441878
5758,674380,434235
5759,"421167,5",263215
5760,"619142,5",400526
5761,669290,419368
5762,"461197,5",288617
5763,368850,238094
5764,"1016617,5",636134
5765,746895,467200
5766,"389622,5",243238
5767,"365967,5",237113
5768,"1435582,5",899052
5769,668765,419320
5770,327410,204951
5771,"323737,5",208963
5772,"745942,5",467530
5773,551215,344876
5774,"458617,5",292508
5775,1268190,834718
5776,364200,234813
5777,704460,463859
5778,1211180,782273
5779,434835,272994
5780,"640892,5",422016
5781,516705,334216
5782,"508037,5",327030
5783,"158787,5",98860
5784,"1360307,5",876984
5785,"434967,5",279176
5786,660550,428288
5787,545340,353216
5788,"392957,5",253824
5789,667370,415885
5790,670845,427926
5791,1118760,714305
5792,358100,231129
5793,"368332,5",237376
5794,452790,288726
5795,348250,224356
5796,378130,236523
5797,"706777,5",441678
5798,307440,202166
5799,277270,178299
5800,"1314872,5",819252
5801,1089910,703183
5802,1014530,633476
5803,782980,503768
5804,"418352,5",261583
5805,842895,527055
5806,"1202352,5",778049
5807,1241395,798238
5808,286200,182631
5809,"458617,5",292651
5810,963530,618942
5811,998035,623939
5812,571380,370192
5813,400160,250454
5814,"500902,5",328323
5815,"1714602,5",1102123
5816,895560,559766
5817,863460,551525
5818,"316662,5",208089
5819,540480,348745
5820,491745,308635
5821,366780,236707
5822,"463207,5",294348
5823,414000,263225
5824,210120,131237
5825,"1097992,5",710337
5826,"721672,5",465164
5827,"333417,5",208812
5828,1484795,957560
5829,"535147,5",344993
5830,"334117,5",216299
5831,"470992,5",299983
5832,"440927,5",284749
5833,675510,423591
5834,"519607,5",324187
5835,286230,188469
5836,"157862,5",99331
5837,"548377,5",360445
5838,"590627,5",369333
5839,393120,250360
5840,318240,209486
5841,"841802,5",526152
5842,979290,622416
5843,1673075,1079156
5844,"302662,5",195038
5845,528025,342873
5846,"1232697,5",797749
5847,761805,486373
5848,"168187,5",110874
5849,"1455467,5",910352
5850,293090,189536
5851,"648352,5",416111
5852,"515667,5",334635
5853,"557802,5",349670
5854,618615,394016
5855,"341717,5",220252
5856,"376542,5",234808
5857,977220,623448
5858,1028190,641548
5859,"1423137,5",913644
5860,693785,448604
5861,"551582,5",345496
5862,150000,95392
5863,"1196922,5",773178
5864,602000,377569
5865,318605,199252
5866,"411147,5",266009
5867,273465,173858
5868,"1029247,5",655538
5869,491040,312702
5870,807965,506125
5871,"656937,5",423886
5872,"1033992,5",648356
5873,"828847,5",532883
5874,"732127,5",471535
5875,676700,424856
5876,"446222,5",283973
5877,515720,323424
5878,374800,234512
5879,415890,268653
5880,"542127,5",339080
5881,"1049892,5",658337
5882,"459252,5",296491
5883,"731912,5",471108
5884,156730,101218
5885,"429187,5",282572
5886,"534927,5",346337
5887,"444552,5",277859
5888,403415,259539
5889,354260,227695
5890,555840,365446
5891,"932532,5",581773
5892,256785,160500
5893,"488632,5",311465
5894,1076550,695638
5895,218175,137081
5896,"1361382,5",854482
5897,320115,201400
5898,1123200,740290
5899,"189297,5",118444
5900,279645,175339
5901,312045,195813
5902,404305,252726
5903,1287155,833642
5904,318085,199506
5905,1189960,768800
5906,265230,170188
5907,582060,371671
5908,"635382,5",407959
5909,"1051682,5",656031
5910,"603967,5",388753
5911,459270,292640
5912,363000,238686
5913,312180,204886
5914,579805,372496
5915,752115,492957
5916,1386990,899112
5917,509045,317883
5918,582350,365066
5919,1396395,919236
5920,"422077,5",268999
5921,975240,641179
5922,662625,435470
5923,"484627,5",304068
5924,157965,98567
5925,966105,623677
5926,150000,95591
5927,"432427,5",271843
5928,511560,336886
5929,501515,325243
5930,843885,544247
5931,784035,504897
5932,532315,333621
5933,651765,414963
5934,381530,238082
5935,705140,441292
5936,"449732,5",281085
5937,"333507,5",208776
5938,"870517,5",542743
5939,1052935,656247
5940,"510757,5",324937
5941,"756972,5",475113
5942,"955492,5",613183
5943,"1681027,5",1081028
5944,"725547,5",455612
5945,566485,365039
5946,"982152,5",614680
5947,755730,487760
5948,1703070,1064324
5949,"157342,5",98468
5950,490680,322423
5951,884520,582868
5952,"886287,5",572505
5953,"381572,5",246831
5954,"309067,5",199213
5955,887365,570919
5956,363855,232191
5957,"583957,5",382771
5958,"685527,5",441336
5959,"650692,5",406217
5960,"449802,5",281324
5961,938560,588139
5962,580980,370125
5963,"766682,5",477338
5964,"303327,5",195814
5965,"233547,5",150654
5966,688105,445966
5967,"193967,5",121879
5968,"1116812,5",701520
5969,"365372,5",228600
5970,708000,450624
5971,536895,342107
5972,1303085,812573
5973,"365662,5",240420
5974,362880,226740
5975,"683667,5",436672
5976,"685687,5",450229
5977,"1026217,5",660791
5978,1295640,826382
5979,614495,385949
5980,"692872,5",448558
5981,"464162,5",300810
5982,548855,361030
5983,372450,245379
5984,"1650252,5",1066339
5985,1732920,1084155
5986,1074275,692094
5987,396150,260363
5988,"300837,5",187879
5989,832020,548334
5990,"204102,5",127299
5991,1533390,959103
5992,382050,239096
5993,404595,266160
5994,625550,404452
5995,"208937,5",137182
5996,"327297,5",210976
5997,779080,486563
5998,484380,308388
5999,687555,452389
6000,1166100,764647
6001,"160202,5",103316
6002,"727112,5",471250
6003,487255,313728
6004,"337442,5",211175
6005,712800,453969
6006,698485,450649
6007,"245082,5",153412
6008,1112005,696009
6009,"157497,5",98752
6010,356775,231476
6011,"610157,5",393120
6012,"714727,5",463126
6013,424605,266008
6014,"445567,5",293530
6015,528470,342102
6016,314760,197738
6017,987660,651054
6018,527850,336024
6019,461700,294751
6020,649075,413437
6021,"798997,5",515093
6022,447290,281314
6023,215070,138934
6024,"268802,5",169042
6025,696480,457346
6026,576015,370800
6027,"296887,5",189715
6028,807975,514956
6029,322385,200960
6030,1228920,785164
6031,578225,360696
6032,"1025597,5",643636
6033,538200,342579
6034,"311732,5",195105
6035,490680,323268
6036,1119625,720627
6037,"336302,5",210506
6038,155400,102310
6039,599885,375230
6040,"347717,5",223497
6041,332240,208128
6042,618240,406260
6043,"479427,5",298588
6044,905850,576259
6045,360175,232933
6046,524885,338466
6047,1080000,689910
6048,488250,315706
6049,"292352,5",182467
6050,471420,301172
6051,"206062,5",131042
6052,562855,352031
6053,"534332,5",344998
6054,544725,346558
6055,293475,187010
6056,"295762,5",188949
6057,"185327,5",116035
6058,"374617,5",245946
6059,783590,490809
6060,"347962,5",218056
6061,"645247,5",415170
6062,"888742,5",573591
6063,"564302,5",352870
6064,658485,425496
6065,"1335757,5",862449
6066,"698177,5",451343
6067,"808862,5",505041
6068,"447612,5",289093
6069,916980,590714
6070,1377010,887892
6071,537385,334736
6072,1549155,1000359
6073,741705,486194
6074,526500,334646
6075,"1140457,5",728059
6076,763435,478009
6077,"763407,5",489353
6078,"161122,5",103952
6079,549000,361854
6080,"1108147,5",692389
6081,330730,205949
6082,"246197,5",154458
6083,"366667,5",229766
6084,"1221937,5",779770
6085,"1181437,5",753113
6086,"297937,5",189376
6087,"156827,5",101324
6088,1332430,876238
6089,"638942,5",411427
6090,759000,484407
6091,413740,266817
6092,627240,404476
6093,"751377,5",483628
6094,816110,526959
6095,929170,591457
6096,494505,314484
6097,896120,578194
6098,583270,363278
6099,"566782,5",365251
6100,316050,208195
6101,"579242,5",375137
6102,646300,403721
6103,775420,484427
6104,368380,230232
6105,698400,459216
6106,475960,296920
6107,157265,101675
6108,"620812,5",407614
6109,1038510,671512
6110,541305,340081
6111,"771322,5",483687
6112,1077635,699756
6113,"522282,5",327938
6114,486360,309695
6115,379155,249568
6116,"157777,5",103830
6117,385500,244885
6118,"463907,5",299774
6119,"544262,5",351800
6120,"308532,5",193540
6121,1267200,831449
6122,"497012,5",311666
6123,908450,570099
6124,"510402,5",327926
6125,228165,147764
6126,"156092,5",98151
6127,"273337,5",173946
6128,157085,101396
6129,801360,527224
6130,"1044232,5",673125
6131,"478462,5",305285
6132,"331612,5",211446
6133,623520,396258
6134,932010,585136
6135,"758067,5",489129
6136,"999787,5",622631
6137,674595,421995
6138,"484597,5",310741
6139,516060,339746
6140,163260,104797
6141,"493122,5",307338
6142,428795,275626
6143,1341990,879570
6144,"631312,5",415481
6145,"338322,5",218698
6146,"300562,5",193781
6147,"264472,5",168203
6148,"319052,5",200134
6149,291720,182361
6150,476685,313368
6151,792060,521851
6152,"250137,5",156541
6153,"849007,5",533192
6154,"920032,5",575032
6155,"660877,5",413014
6156,"752427,5",486980
6157,567405,355560
6158,"158232,5",98731
6159,1594095,999027
6160,483660,303395
6161,"1021377,5",639712
6162,556610,348148
6163,1007115,632020
6164,849065,544947
6165,"498202,5",322230
6166,381555,250522
6167,1119695,725517
6168,350805,222898
6169,1076395,694150
6170,640430,413415
6171,"259617,5",162502
6172,"392497,5",253455
6173,"620927,5",408282
6174,"470137,5",309120
6175,507150,333927
6176,705875,442385
6177,"639862,5",401341
6178,"650012,5",420051
6179,"1050852,5",656894
6180,"932377,5",600426
6181,424350,278331
6182,896850,572061
6183,934610,601787
6184,"157247,5",101731
6185,1065335,667607
6186,"276942,5",177788
6187,"531812,5",344524
6188,"381542,5",242627
6189,1264280,793391
6190,"1164637,5",754019
6191,"418562,5",260524
6192,725345,454190
6193,703590,461978
6194,526475,329295
6195,"278962,5",177857
6196,1393670,872019
6197,948535,603012
6198,548305,344234
6199,1467385,918105
6200,740025,471674
6201,315810,208135
6202,614350,404640
6203,"653817,5",410369
6204,428400,281356
6205,940895,619044
6206,489155,305459
6207,876605,559291
6208,"1114342,5",700736
6209,396275,248011
6210,1381745,887561
6211,"652822,5",430404
6212,977505,610613
6213,509080,328154
6214,"389392,5",252010
6215,"570747,5",356917
6216,"326042,5",203348
6217,671890,418569
6218,447335,285335
6219,847870,556026
6220,959310,610163
6221,618000,405701
6222,"331852,5",215025
6223,"804262,5",503551
6224,842355,528699
6225,693320,446636
6226,150000,95565
6227,1315650,850792
6228,446040,294078
6229,"425362,5",265404
6230,283725,186586
6231,"707897,5",441024
6232,555485,347996
6233,694500,456678
6234,"1831047,5",1180287
6235,1169940,767328
6236,648410,419470
6237,"163762,5",103011
6238,609525,387595
6239,158400,99145
6240,"644367,5",423757
6241,"302362,5",189300
6242,1278780,824845
6243,"192567,5",123644
6244,776135,483535
6245,"382507,5",246858
6246,"473157,5",304717
6247,1228175,765488
6248,"489287,5",304979
6249,"158552,5",99211
6250,1069400,689446
6251,156950,101419
6252,"1054892,5",661386
6253,"1297892,5",837415
6254,1161450,745049
6255,536405,335754
6256,"364297,5",232030
6257,836265,531710
6258,408335,261949
6259,"438492,5",283758
6260,"1017022,5",667353
6261,1460815,945203
6262,579480,369835
6263,572250,365513
6264,"543382,5",351274
6265,541950,339733
6266,"251047,5",165251
6267,355260,225831
6268,1106370,714477
6269,706080,442208
6270,535925,335473
6271,405175,261514
6272,150000,98892
6273,794375,505860
6274,"330117,5",206824
6275,476685,302989
6276,319270,206184
6277,1008520,650493
6278,"1179747,5",738092
6279,706240,440346
6280,"614452,5",383476
6281,709895,441555
6282,307050,201598
6283,490500,312736
6284,"486562,5",305466
6285,"621547,5",390122
6286,667160,429422
6287,"321907,5",205620
6288,793260,496219
6289,"379652,5",237723
6290,727480,467973
6291,"1220052,5",787770
6292,"333317,5",209238
6293,507870,323148
6294,662680,421595
6295,451585,291710
6296,"495817,5",311717
6297,"636782,5",410430
6298,"297412,5",194983
6299,"417757,5",270706
6300,"838647,5",541411
6301,"469787,5",293453
6302,"702002,5",440769
6303,"156422,5",98211
6304,"374007,5",241218
6305,540640,347686
6306,"231357,5",145107
6307,567805,365968
6308,"1436142,5",926747
6309,"400167,5",257550
6310,"475947,5",297862
6311,473445,296900
6312,456165,290841
6313,957570,598720
6314,"586207,5",366344
6315,"1080522,5",697068
6316,902205,562138
6317,"430557,5",270315
6318,"267427,5",175945
6319,470110,303200
6320,1266370,793660
6321,384150,244193
6322,463905,304770
6323,274995,180335
6324,497040,315979
6325,"1459142,5",929888
6326,"989982,5",640390
6327,"323857,5",202287
6328,595395,373891
6329,244440,155390
6330,575520,366730
6331,"749117,5",470910
6332,"520752,5",325738
6333,262260,167287
6334,171360,108964
6335,952040,596460
6336,654150,417567
6337,"1369687,5",885868
6338,707935,457073
6339,479010,308916
6340,"1018887,5",639841
6341,1016525,636243
6342,"569682,5",362600
6343,617400,392490
6344,233445,148475
6345,"545837,5",342827
6346,603855,388870
6347,540165,337101
6348,"734122,5",460864
6349,712325,445799
6350,157410,101619
6351,"992892,5",623979
6352,502740,329981
6353,670900,431980
6354,545625,358125
6355,656815,410991
6356,"337267,5",221664
6357,337235,216659
6358,167740,108555
6359,290495,182203
6360,274100,174423
6361,"993407,5",624086
6362,531905,333459
6363,"1194007,5",783810
6364,"302657,5",190290
6365,"284922,5",178207
6366,688290,431203
6367,1063090,688584
6368,"657297,5",423555
6369,343315,221772
6370,"591232,5",381540
6371,"204152,5",131828
6372,"437662,5",278763
6373,"524087,5",338918
6374,319755,207132
6375,"608877,5",391874
6376,"1248222,5",803729
6377,669215,431707
6378,"742532,5",477433
6379,"747837,5",480246
6380,"192517,5",123026
6381,335775,217516
6382,735015,473088
6383,1170860,753707
6384,659395,413057
6385,"410377,5",270138
6386,"404122,5",259272
