id,tipo_propiedad,barrio,precio,ambientes,superficie_m2,antigüedad,expensas,garantía_requerida,precio_m2,score_crediticio_requerido,comisión_inmobiliaria,cochera,gastos_administrativos,tipo_incremento
4665,Departamento,Villa Cabrera,228726,3,106,6,10088,2 recibos de sueldo,2157.79,723,130984,Sí,3825,IPC cada 3 meses
4666,Departamento,Villa El Libertador,184680,3,89,20,9072,1 recibo de sueldo,2075.06,646,105760,No,3770,IPC cada 4 meses
4667,Departamento,Cerro de las Rosas,385614,3,86,7,18767,3 recibos de sueldo,4483.88,647,240433,No,8881,ICL cada 6 meses
4668,Departamento,Observatorio,191475,3,90,15,9531,2 recibos de sueldo,2127.5,683,109652,Sí,3173,IPC cada 6 meses
4669,Departamento,Villa El Libertador,174936,2,82,3,10414,1 recibo de sueldo,2133.37,742,109074,No,3989,ICL cada 3 meses
4670,Departamento,Villa El Libertador,283140,4,128,5,14263,3 recibos de sueldo,2212.03,553,162145,Sí,5510,IPC cada 4 meses
4671,Departamento,Barrio Jardín,74342,1,21,24,4207,3 recibos de sueldo,3540.1,780,42573,Sí,1264,IPC cada 4 meses
4672,PH,Observatorio,207000,3,90,0,0,1 recibo de sueldo,2300.0,774,118542,Sí,3210,IPC cada 3 meses
4673,Departamento,Villa Belgrano,210276,3,93,2,11203,3 recibos de sueldo,2261.03,586,120418,Sí,5164,IPC cada 6 meses
4674,Casa,Cerro de las Rosas,365040,3,79,5,0,2 recibos + garantía propietaria,4620.76,825,227605,Sí,6111,ICL cada 3 meses
4675,Departamento,Cofico,228600,2,68,0,9634,2 recibos + garantía propietaria,3361.76,632,142534,No,5276,ICL cada 4 meses
4676,Departamento,Observatorio,190674,3,82,2,10279,3 recibos de sueldo,2325.29,706,118886,No,3887,ICL cada 4 meses
4677,Departamento,Nueva Córdoba,382140,3,75,7,20230,1 recibo de sueldo,5095.2,603,218840,Sí,9250,IPC cada 6 meses
4678,Casa,Pueyrredón,206712,3,91,2,0,2 recibos de sueldo,2271.56,731,118377,Sí,4799,IPC cada 6 meses
4679,Departamento,Villa El Libertador,230328,4,119,32,12707,1 recibo de sueldo,1935.53,605,143611,Sí,4012,ICL cada 6 meses
4680,PH,San Vicente,205965,3,90,1,0,2 recibos de sueldo,2288.5,665,128421,Sí,5129,ICL cada 6 meses
4681,Departamento,Urca,182773,2,52,31,7583,2 recibos + garantía propietaria,3514.87,388,104668,Sí,3456,IPC cada 3 meses
4682,Departamento,General Paz,542907,5,144,29,24336,2 recibos de sueldo,3770.19,602,338507,Sí,12562,ICL cada 4 meses
4683,Casa,Yofre,292842,4,131,2,0,3 recibos de sueldo,2235.44,593,182589,Sí,7278,ICL cada 3 meses
4684,Departamento,Urca,254100,2,64,0,14073,1 recibo de sueldo,3970.31,460,158433,Sí,4589,ICL cada 3 meses
4685,Casa,Villa Belgrano,119400,2,50,1,0,1 recibo de sueldo,2388.0,726,74446,No,2682,ICL cada 3 meses
4686,Departamento,Cofico,139230,2,40,18,6601,2 recibos + garantía propietaria,3480.75,611,79732,No,2329,IPC cada 3 meses
4687,Departamento,Cerro de las Rosas,341532,3,81,21,19882,2 recibos de sueldo,4216.44,468,212948,Sí,7159,ICL cada 3 meses
4688,Casa,Nueva Córdoba,556683,4,122,19,0,2 recibos de sueldo,4562.98,710,347096,No,10651,ICL cada 3 meses
4689,PH,Alberdi,243984,4,114,16,0,3 recibos de sueldo,2140.21,758,152126,No,4457,ICL cada 4 meses
4690,Departamento,Pueyrredón,258132,4,113,4,12997,1 recibo + garantía propietaria,2284.35,636,160947,Sí,4116,ICL cada 6 meses
4691,Casa,Barrio Jardín,172992,2,54,30,0,2 recibos de sueldo,3203.56,499,107862,No,2878,ICL cada 6 meses
4692,Departamento,Barrio Jardín,313545,3,89,9,12548,3 recibos de sueldo,3522.98,461,195498,No,7662,ICL cada 3 meses
4693,Casa,Barrio Jardín,190195,2,68,44,0,2 recibos de sueldo,2796.99,527,108919,No,4030,IPC cada 6 meses
4694,Departamento,Alberdi,131100,2,60,10,7076,2 recibos de sueldo,2185.0,567,75077,Sí,2167,IPC cada 6 meses
4695,Departamento,Alta Córdoba,201492,3,91,7,10128,1 recibo de sueldo,2214.2,820,115388,Sí,3988,IPC cada 4 meses
4696,Departamento,Observatorio,111552,2,58,34,5169,3 recibos de sueldo,1923.31,629,63882,No,2493,IPC cada 3 meses
4697,Departamento,Alberdi,181170,3,85,17,7320,1 recibo de sueldo,2131.41,522,112961,Sí,4175,ICL cada 4 meses
4698,Departamento,Alberdi,197532,3,99,23,8686,1 recibo + garantía propietaria,1995.27,588,113120,Sí,4414,IPC cada 4 meses
4699,Departamento,Cerro de las Rosas,545454,4,127,11,23581,3 recibos de sueldo,4294.91,757,312365,No,9050,IPC cada 4 meses
4700,Departamento,Pueyrredón,145290,2,80,33,7505,2 recibos + garantía propietaria,1816.12,705,83203,No,3523,IPC cada 3 meses
4701,PH,General Paz,446834,4,126,36,0,3 recibos de sueldo,3546.3,654,278605,Sí,8923,ICL cada 6 meses
4702,Departamento,Nueva Córdoba,694848,5,145,12,38488,1 recibo de sueldo,4792.06,633,397918,Sí,15254,IPC cada 3 meses
4703,Departamento,San Vicente,252006,4,111,6,11262,2 recibos de sueldo,2270.32,650,144316,No,4492,IPC cada 4 meses
4704,Departamento,Centro,264600,4,130,20,14276,3 recibos de sueldo,2035.38,665,164980,Sí,5652,ICL cada 3 meses
4705,PH,Cofico,232564,3,82,39,0,2 recibos de sueldo,2836.15,630,133182,Sí,4715,IPC cada 6 meses
4706,Departamento,Cofico,300550,3,98,19,17430,3 recibos de sueldo,3066.84,660,172116,No,5106,IPC cada 4 meses
4707,Departamento,Villa Cabrera,155043,3,82,39,8129,1 recibo de sueldo,1890.77,619,96670,Sí,3719,ICL cada 6 meses
4708,Departamento,General Paz,385399,3,93,9,21394,1 recibo + garantía propietaria,4144.08,564,220706,Sí,8236,IPC cada 3 meses
4709,Departamento,Villa Cabrera,154440,3,79,35,6808,2 recibos + garantía propietaria,1954.94,623,88443,Sí,2833,IPC cada 4 meses
4710,Departamento,San Vicente,287496,4,128,2,11930,2 recibos de sueldo,2246.06,683,164640,Sí,6060,IPC cada 6 meses
4711,Departamento,Cofico,264195,3,78,10,12498,1 recibo + garantía propietaria,3387.12,577,164727,Sí,6257,ICL cada 6 meses
4712,Departamento,Alta Córdoba,133362,2,63,14,7225,1 recibo de sueldo,2116.86,692,83152,No,2740,ICL cada 4 meses
4713,Departamento,Urca,320355,3,88,20,17210,1 recibo de sueldo,3640.4,732,183457,No,6146,IPC cada 6 meses
4714,Departamento,Villa Belgrano,134208,2,61,8,7931,2 recibos de sueldo,2200.13,684,83679,Sí,2881,ICL cada 4 meses
4715,Departamento,Alberdi,107256,2,56,36,5641,2 recibos de sueldo,1915.29,593,61422,No,1974,IPC cada 3 meses
4716,Departamento,Barrio Jardín,82070,1,26,34,3957,3 recibos de sueldo,3156.54,659,51171,No,1683,ICL cada 4 meses
4717,PH,Centro,122484,2,62,27,0,3 recibos de sueldo,1975.55,665,76369,Sí,2361,ICL cada 3 meses
4718,PH,Pueyrredón,255420,4,110,2,0,1 recibo de sueldo,2322.0,669,146271,Sí,4405,IPC cada 4 meses
4719,Departamento,Cofico,280665,3,80,2,15701,1 recibo de sueldo,3508.31,799,160728,Sí,4698,IPC cada 4 meses
4720,Departamento,Yofre,60000,1,26,14,2583,1 recibo de sueldo,2307.69,534,37410,Sí,1191,ICL cada 3 meses
4721,Departamento,Barrio Jardín,278121,3,86,26,15647,2 recibos + garantía propietaria,3233.97,670,173410,Sí,4789,ICL cada 6 meses
4722,Departamento,Nueva Córdoba,260040,2,50,3,12304,3 recibos de sueldo,5200.8,609,148917,No,5469,IPC cada 6 meses
4723,Departamento,General Paz,381672,3,99,20,16442,2 recibos + garantía propietaria,3855.27,525,218572,No,9212,IPC cada 3 meses
4724,Departamento,Cofico,279720,3,87,15,12095,3 recibos de sueldo,3215.17,524,174407,Sí,5475,ICL cada 3 meses
4725,PH,General Paz,455452,4,118,24,0,1 recibo de sueldo,3859.76,737,260823,Sí,10818,IPC cada 4 meses
4726,PH,Nueva Córdoba,94300,1,17,12,0,3 recibos de sueldo,5547.06,509,58796,No,2296,ICL cada 4 meses
4727,Departamento,Yofre,217872,3,111,22,13000,3 recibos de sueldo,1962.81,679,124768,Sí,4573,IPC cada 6 meses
4728,Departamento,Observatorio,312816,4,144,4,16411,2 recibos de sueldo,2172.33,663,179140,Sí,6520,IPC cada 6 meses
4729,PH,Villa Belgrano,322335,5,142,5,0,2 recibos de sueldo,2269.96,564,200978,Sí,7101,ICL cada 3 meses
4730,PH,Cerro de las Rosas,264936,2,72,34,0,3 recibos de sueldo,3679.67,733,151721,No,4344,IPC cada 4 meses
4731,PH,Cerro de las Rosas,391932,3,89,9,0,3 recibos de sueldo,4403.73,531,224447,No,8269,IPC cada 4 meses
4732,Departamento,Nueva Córdoba,167824,1,46,44,7297,1 recibo de sueldo,3648.35,595,96107,No,3455,IPC cada 3 meses
4733,Departamento,Villa Belgrano,211338,3,93,1,9588,1 recibo + garantía propietaria,2272.45,540,121027,Sí,3650,IPC cada 3 meses
4734,Departamento,Yofre,130013,2,61,14,6168,3 recibos de sueldo,2131.36,726,81064,No,2866,ICL cada 3 meses
4735,Departamento,Cofico,330907,4,95,9,13606,3 recibos de sueldo,3483.23,768,206323,Sí,7617,ICL cada 6 meses
4736,Departamento,Cerro de las Rosas,186354,2,51,47,7858,1 recibo + garantía propietaria,3654.0,674,116193,No,3216,ICL cada 3 meses
4737,Departamento,Alberdi,160425,3,90,45,8861,1 recibo de sueldo,1782.5,900,91870,Sí,2454,IPC cada 4 meses
4738,PH,Barrio Jardín,326851,3,92,6,0,2 recibos + garantía propietaria,3552.73,694,203794,Sí,6607,ICL cada 6 meses
4739,PH,Barrio Jardín,499329,5,138,7,0,2 recibos de sueldo,3618.33,713,311336,No,8357,ICL cada 3 meses
4740,Departamento,San Vicente,170100,3,83,25,9480,2 recibos de sueldo,2049.4,750,97411,No,2604,IPC cada 6 meses
4741,PH,Villa El Libertador,124248,2,66,33,0,1 recibo + garantía propietaria,1882.55,582,77469,Sí,2383,ICL cada 4 meses
4742,Departamento,Cerro de las Rosas,201912,2,46,21,12067,2 recibos de sueldo,4389.39,690,115629,No,4160,IPC cada 4 meses
4743,Casa,Nueva Córdoba,259888,2,61,31,0,1 recibo + garantía propietaria,4260.46,553,148830,Sí,5854,IPC cada 6 meses
4744,Departamento,Pueyrredón,296112,4,132,1,12244,2 recibos de sueldo,2243.27,518,184628,No,5521,ICL cada 4 meses
4745,Departamento,General Paz,366282,3,94,20,21165,3 recibos de sueldo,3896.62,759,209758,Sí,6275,IPC cada 4 meses
4746,Departamento,Nueva Córdoba,415879,3,93,22,19273,1 recibo de sueldo,4471.82,565,238161,No,7602,IPC cada 4 meses
4747,Departamento,General Paz,61132,1,10,5,2846,1 recibo + garantía propietaria,6113.2,668,35008,No,1223,IPC cada 4 meses
4748,Departamento,Nueva Córdoba,500702,4,112,26,21302,1 recibo de sueldo,4470.55,813,286737,No,10872,IPC cada 6 meses
4749,Departamento,Cofico,297432,3,111,38,17764,2 recibos + garantía propietaria,2679.57,468,170330,No,6354,IPC cada 4 meses
4750,PH,Villa Cabrera,277386,5,144,34,0,2 recibos de sueldo,1926.29,715,172952,Sí,5628,ICL cada 3 meses
4751,Departamento,Barrio Jardín,357580,3,103,6,21318,2 recibos de sueldo,3471.65,647,222954,Sí,6277,ICL cada 3 meses
4752,Departamento,Alta Córdoba,122112,2,54,8,6996,1 recibo de sueldo,2261.33,642,76137,No,2518,ICL cada 6 meses
4753,Departamento,Villa El Libertador,123317,2,57,14,5156,2 recibos + garantía propietaria,2163.46,655,70619,No,2699,IPC cada 6 meses
4754,Departamento,Alberdi,144060,2,65,4,8187,1 recibo + garantía propietaria,2216.31,651,82498,Sí,3450,IPC cada 6 meses
4755,Departamento,Observatorio,168084,3,91,39,8856,2 recibos de sueldo,1847.08,702,96256,No,2526,IPC cada 4 meses
4756,Casa,Observatorio,209916,3,94,4,0,2 recibos + garantía propietaria,2233.15,544,130884,No,4374,ICL cada 3 meses
4757,Departamento,Nueva Córdoba,237930,2,52,25,10129,2 recibos + garantía propietaria,4575.58,700,136255,No,5048,IPC cada 4 meses
4758,Departamento,Villa Cabrera,112881,2,49,9,5106,3 recibos de sueldo,2303.69,537,70382,No,1934,ICL cada 6 meses
4759,Casa,Alta Córdoba,60000,1,21,17,0,1 recibo de sueldo,2857.14,860,37410,No,1236,ICL cada 6 meses
4760,Departamento,Pueyrredón,265665,4,115,1,14288,2 recibos de sueldo,2310.13,639,165644,Sí,5960,ICL cada 4 meses
4761,Departamento,Alta Córdoba,131040,2,58,5,7347,2 recibos de sueldo,2259.31,667,75042,No,3055,IPC cada 4 meses
4762,PH,Pueyrredón,146640,2,70,12,0,2 recibos de sueldo,2094.86,827,91431,No,3165,ICL cada 6 meses
4763,Departamento,Villa Belgrano,125121,2,61,21,7127,2 recibos + garantía propietaria,2051.16,572,78014,No,3097,ICL cada 6 meses
4764,Departamento,General Paz,357048,3,95,26,18165,2 recibos de sueldo,3758.4,648,222622,No,8331,ICL cada 3 meses
4765,PH,Alberdi,208800,3,91,0,0,1 recibo + garantía propietaria,2294.51,508,119573,Sí,3956,IPC cada 6 meses
4766,Departamento,Pueyrredón,251076,4,109,4,12727,2 recibos + garantía propietaria,2303.45,552,156548,No,5952,ICL cada 4 meses
4767,Departamento,Observatorio,121440,2,60,24,6519,1 recibo + garantía propietaria,2024.0,507,75718,No,2079,ICL cada 6 meses
4768,PH,Nueva Córdoba,395049,3,91,28,0,3 recibos de sueldo,4341.2,729,246316,No,8712,ICL cada 3 meses
4769,Departamento,Villa El Libertador,147828,2,68,6,8212,3 recibos de sueldo,2173.94,706,84656,No,2465,IPC cada 6 meses
4770,Departamento,Barrio Jardín,504710,5,139,6,21910,1 recibo + garantía propietaria,3631.01,606,289032,Sí,12476,IPC cada 3 meses
4771,PH,Nueva Córdoba,222156,2,40,2,0,1 recibo de sueldo,5553.9,599,138516,Sí,4756,ICL cada 4 meses
4772,PH,Cofico,107266,1,32,3,0,1 recibo + garantía propietaria,3352.06,747,66881,No,2408,ICL cada 6 meses
4773,Departamento,General Paz,406980,3,94,0,22301,3 recibos de sueldo,4329.57,649,233065,Sí,8617,IPC cada 4 meses
4774,Departamento,Villa Cabrera,122304,2,58,18,5727,2 recibos de sueldo,2108.69,563,70039,No,2371,IPC cada 6 meses
4775,Casa,Barrio Jardín,91632,1,30,34,0,1 recibo + garantía propietaria,3054.4,757,52474,No,1694,IPC cada 4 meses
4776,Casa,Villa Cabrera,219852,3,99,3,0,2 recibos de sueldo,2220.73,635,125902,No,3915,IPC cada 4 meses
4777,Departamento,Nueva Córdoba,381150,3,85,25,18171,2 recibos + garantía propietaria,4484.12,717,218273,No,8731,IPC cada 6 meses
4778,Departamento,Urca,322812,3,87,17,13414,3 recibos de sueldo,3710.48,657,184864,Sí,5588,IPC cada 3 meses
4779,Departamento,General Paz,321343,3,91,38,16635,3 recibos de sueldo,3531.24,857,200360,Sí,7568,ICL cada 4 meses
4780,PH,General Paz,304704,3,78,27,0,3 recibos de sueldo,3906.46,629,174494,Sí,6875,IPC cada 3 meses
4781,PH,Nueva Córdoba,378120,3,88,31,0,1 recibo de sueldo,4296.82,449,235761,Sí,7214,ICL cada 3 meses
4782,PH,General Paz,350892,3,89,20,0,3 recibos de sueldo,3942.61,627,200945,Sí,7515,IPC cada 3 meses
4783,PH,Centro,202788,3,106,28,0,1 recibo + garantía propietaria,1913.09,676,126440,Sí,4683,ICL cada 6 meses
4784,Departamento,Urca,221607,2,57,9,9278,1 recibo de sueldo,3887.84,695,126907,No,3361,IPC cada 3 meses
4785,Departamento,Cofico,207090,2,62,5,12065,2 recibos de sueldo,3340.16,730,118594,No,3667,IPC cada 3 meses
4786,Casa,Barrio Jardín,294624,3,99,35,0,1 recibo + garantía propietaria,2976.0,591,168722,Sí,7279,IPC cada 4 meses
4787,Casa,Observatorio,169488,3,82,24,0,3 recibos de sueldo,2066.93,806,97060,Sí,3231,IPC cada 4 meses
4788,Departamento,Yofre,298188,4,134,2,15630,3 recibos de sueldo,2225.28,746,170763,Sí,6551,IPC cada 6 meses
4789,Departamento,Alta Córdoba,143136,2,78,32,8560,1 recibo de sueldo,1835.08,663,81969,No,2408,IPC cada 4 meses
4790,PH,Barrio Jardín,210864,2,60,9,0,3 recibos de sueldo,3514.4,580,120755,No,3943,IPC cada 6 meses
4791,Departamento,Cerro de las Rosas,247680,2,55,8,11124,1 recibo + garantía propietaria,4503.27,842,141839,No,5704,IPC cada 3 meses
4792,Departamento,Pueyrredón,150954,2,76,19,8089,2 recibos de sueldo,1986.24,722,94121,No,2970,ICL cada 6 meses
4793,Departamento,Nueva Córdoba,445678,3,98,17,26423,1 recibo de sueldo,4547.73,600,255226,Sí,10693,IPC cada 4 meses
4794,Departamento,Urca,336168,3,91,16,15454,1 recibo de sueldo,3694.15,790,192513,No,5100,IPC cada 4 meses
4795,Departamento,Urca,394159,3,104,6,16525,3 recibos de sueldo,3789.99,672,245761,Sí,8073,ICL cada 3 meses
4796,Casa,Barrio Jardín,294912,3,103,40,0,3 recibos de sueldo,2863.22,800,183880,Sí,6795,ICL cada 4 meses
4797,Departamento,Cerro de las Rosas,435665,4,117,39,22950,1 recibo de sueldo,3723.63,565,271641,Sí,8306,ICL cada 4 meses
4798,Departamento,Villa Cabrera,348600,5,152,0,16496,2 recibos de sueldo,2293.42,629,199632,Sí,6188,IPC cada 3 meses
4799,Departamento,Cerro de las Rosas,415998,3,96,9,18911,3 recibos de sueldo,4333.31,788,238229,Sí,7278,IPC cada 3 meses
4800,Casa,San Vicente,274620,4,120,1,0,1 recibo de sueldo,2288.5,583,171228,Sí,5131,ICL cada 4 meses
4801,PH,Cerro de las Rosas,309060,3,76,30,0,2 recibos de sueldo,4066.58,624,176989,Sí,6928,IPC cada 6 meses
4802,Casa,Nueva Córdoba,477252,4,111,33,0,3 recibos de sueldo,4299.57,376,273308,Sí,8010,IPC cada 6 meses
4803,PH,Yofre,231990,4,106,15,0,1 recibo + garantía propietaria,2188.58,691,144647,Sí,4843,ICL cada 4 meses
4804,Departamento,General Paz,571710,5,155,30,34229,3 recibos de sueldo,3688.45,765,356466,Sí,8702,ICL cada 3 meses
4805,Departamento,Villa Cabrera,165006,3,78,22,9088,1 recibo + garantía propietaria,2115.46,557,94494,Sí,2641,IPC cada 4 meses
4806,Departamento,Alberdi,260027,4,122,14,12925,3 recibos de sueldo,2131.37,694,162129,Sí,4454,ICL cada 3 meses
4807,Departamento,Nueva Córdoba,500346,3,108,10,20514,1 recibo + garantía propietaria,4632.83,595,311970,Sí,10189,ICL cada 3 meses
4808,Casa,Pueyrredón,157488,2,74,7,0,1 recibo + garantía propietaria,2128.22,499,98195,No,3572,ICL cada 3 meses
4809,Departamento,General Paz,193617,2,42,7,8486,1 recibo + garantía propietaria,4609.93,617,110878,No,3161,IPC cada 4 meses
4810,PH,Observatorio,231129,4,107,17,0,3 recibos de sueldo,2160.08,592,132360,Sí,4802,IPC cada 6 meses
4811,Departamento,Cerro de las Rosas,107016,1,22,4,4920,2 recibos + garantía propietaria,4864.36,662,61284,No,2375,IPC cada 6 meses
4812,Departamento,Observatorio,181692,3,78,4,9038,1 recibo de sueldo,2329.38,619,104049,No,4265,IPC cada 6 meses
4813,Departamento,Nueva Córdoba,236280,2,43,0,11801,1 recibo de sueldo,5494.88,783,147322,No,4111,ICL cada 6 meses
4814,Departamento,Alberdi,124890,2,60,19,5057,1 recibo + garantía propietaria,2081.5,594,77870,No,2046,ICL cada 3 meses
4815,Departamento,Villa Belgrano,222222,4,127,46,13081,1 recibo + garantía propietaria,1749.78,637,127259,Sí,4705,IPC cada 3 meses
4816,Departamento,Yofre,245490,4,130,33,12484,1 recibo + garantía propietaria,1888.38,673,153065,No,4583,ICL cada 3 meses
4817,Departamento,Yofre,175230,3,85,23,7078,2 recibos + garantía propietaria,2061.53,644,100349,Sí,3717,IPC cada 3 meses
4818,Departamento,Villa Cabrera,114699,2,57,27,6196,2 recibos de sueldo,2012.26,596,65684,No,2002,IPC cada 4 meses
4819,Departamento,Yofre,202419,3,94,11,8385,2 recibos + garantía propietaria,2153.39,655,126210,Sí,3510,ICL cada 4 meses
4820,Departamento,General Paz,374284,3,89,8,20369,1 recibo de sueldo,4205.44,702,233369,Sí,8471,ICL cada 3 meses
4821,Departamento,Urca,253365,2,68,10,13689,2 recibos + garantía propietaria,3725.96,739,145094,No,4514,IPC cada 6 meses
4822,Departamento,Urca,251559,2,64,2,15017,3 recibos de sueldo,3930.61,438,144060,No,6171,IPC cada 3 meses
4823,Departamento,Barrio Jardín,289310,3,86,19,13551,1 recibo de sueldo,3364.07,700,165679,Sí,6473,IPC cada 6 meses
4824,Departamento,Cofico,152586,2,41,4,6543,1 recibo + garantía propietaria,3721.61,582,95138,No,3733,ICL cada 3 meses
4825,Departamento,Alberdi,204750,3,105,25,8566,2 recibos de sueldo,1950.0,765,117254,Sí,4387,IPC cada 4 meses
4826,Departamento,Cerro de las Rosas,244530,2,53,5,10131,1 recibo de sueldo,4613.77,743,140035,No,5582,IPC cada 4 meses
4827,Departamento,Villa El Libertador,207774,3,94,6,11678,1 recibo de sueldo,2210.36,742,118986,No,3920,IPC cada 3 meses
4828,Departamento,Cerro de las Rosas,60000,1,11,40,3262,1 recibo de sueldo,5454.55,591,34360,No,1495,IPC cada 6 meses
4829,Departamento,Urca,597712,5,150,2,35574,1 recibo + garantía propietaria,3984.75,510,372678,No,10570,ICL cada 4 meses
4830,Casa,Alberdi,194184,3,91,14,0,2 recibos de sueldo,2133.89,777,121075,No,3078,ICL cada 6 meses
4831,Departamento,Villa Cabrera,70446,1,31,1,3253,2 recibos + garantía propietaria,2272.45,766,40342,No,1671,IPC cada 3 meses
4832,Departamento,Villa Belgrano,258390,3,120,2,14485,2 recibos de sueldo,2153.25,449,147972,Sí,5312,IPC cada 4 meses
4833,Casa,San Vicente,240006,4,114,19,0,1 recibo + garantía propietaria,2105.32,787,137444,Sí,4584,IPC cada 3 meses
4834,Departamento,Cerro de las Rosas,525624,4,128,19,22002,2 recibos + garantía propietaria,4106.44,685,301009,Sí,9553,IPC cada 4 meses
4835,Casa,Alberdi,210600,3,95,5,0,1 recibo de sueldo,2216.84,663,131311,Sí,5176,ICL cada 6 meses
4836,Departamento,Nueva Córdoba,231739,2,53,32,13458,1 recibo de sueldo,4372.43,567,144491,No,5604,ICL cada 3 meses
4837,Departamento,Barrio Jardín,315273,3,98,22,12937,2 recibos de sueldo,3217.07,751,196575,Sí,7463,ICL cada 3 meses
4838,Casa,Cofico,392256,4,118,8,0,2 recibos + garantía propietaria,3324.2,604,244575,No,8394,ICL cada 3 meses
4839,Departamento,Nueva Córdoba,476308,3,99,6,26557,1 recibo + garantía propietaria,4811.19,603,296982,No,8252,ICL cada 6 meses
4840,Departamento,Urca,477750,4,140,25,22046,2 recibos de sueldo,3412.5,436,273593,Sí,11286,IPC cada 4 meses
4841,Departamento,Pueyrredón,124608,2,62,24,5435,1 recibo de sueldo,2009.81,575,77694,Sí,3001,ICL cada 3 meses
4842,Departamento,Pueyrredón,130611,2,57,3,7064,1 recibo + garantía propietaria,2291.42,550,81437,No,2387,ICL cada 3 meses
4843,Departamento,Barrio Jardín,451982,4,131,9,26177,3 recibos de sueldo,3450.24,442,281814,Sí,9648,ICL cada 4 meses
4844,Departamento,Nueva Córdoba,498069,3,104,5,27534,1 recibo de sueldo,4789.12,805,310550,Sí,7474,ICL cada 4 meses
4845,Casa,Cerro de las Rosas,101376,1,21,8,0,1 recibo + garantía propietaria,4827.43,637,58055,No,2317,IPC cada 6 meses
4846,Casa,Cofico,186727,2,55,7,0,2 recibos + garantía propietaria,3395.04,507,106933,No,4139,IPC cada 3 meses
4847,Departamento,Pueyrredón,227994,4,127,42,10547,1 recibo de sueldo,1795.23,553,142156,Sí,3875,ICL cada 4 meses
4848,PH,Cerro de las Rosas,117600,1,29,25,0,2 recibos de sueldo,4055.17,591,67346,No,2051,IPC cada 3 meses
4849,Departamento,Villa Belgrano,60000,1,20,26,2824,1 recibo + garantía propietaria,3000.0,590,34360,No,1187,IPC cada 3 meses
4850,Departamento,Cerro de las Rosas,283710,2,65,7,12422,3 recibos de sueldo,4364.77,730,162472,Sí,6125,IPC cada 3 meses
4851,Casa,Pueyrredón,288600,4,127,0,0,2 recibos + garantía propietaria,2272.44,623,165272,Sí,6444,IPC cada 6 meses
4852,Casa,Cofico,403870,4,117,1,0,2 recibos + garantía propietaria,3451.88,659,231284,Sí,6145,IPC cada 3 meses
4853,Casa,Villa Belgrano,192096,3,91,16,0,1 recibo de sueldo,2110.95,623,110007,Sí,2956,IPC cada 4 meses
4854,Departamento,Barrio Jardín,302932,3,84,7,17109,3 recibos de sueldo,3606.33,766,188880,No,6307,ICL cada 4 meses
4855,Departamento,San Vicente,115245,2,49,5,4856,3 recibos de sueldo,2351.94,787,65997,No,1981,IPC cada 4 meses
4856,PH,General Paz,243874,2,55,1,0,1 recibo de sueldo,4434.07,636,139659,No,4721,IPC cada 4 meses
4857,Departamento,Cerro de las Rosas,466704,4,121,32,27098,1 recibo de sueldo,3857.06,555,290994,Sí,7092,ICL cada 6 meses
4858,Departamento,Yofre,101010,2,45,18,5254,3 recibos de sueldo,2244.67,639,57845,No,2010,IPC cada 4 meses
4859,Departamento,Yofre,197802,3,86,2,10241,2 recibos de sueldo,2300.02,338,113275,Sí,2989,IPC cada 3 meses
4860,Casa,Observatorio,181656,3,91,26,0,3 recibos de sueldo,1996.22,681,104029,No,4522,IPC cada 3 meses
4861,Departamento,San Vicente,139650,2,72,25,7926,1 recibo de sueldo,1939.58,514,79973,No,2308,IPC cada 3 meses
4862,Departamento,Villa Cabrera,194544,3,87,7,10379,3 recibos de sueldo,2236.14,627,121299,Sí,4489,ICL cada 3 meses
4863,Departamento,Nueva Córdoba,397683,3,78,5,18327,2 recibos de sueldo,5098.5,697,227741,Sí,7395,IPC cada 3 meses
4864,Departamento,Barrio Jardín,279878,3,88,28,13151,2 recibos + garantía propietaria,3180.43,592,174506,Sí,4912,ICL cada 4 meses
4865,Casa,Urca,212583,2,54,9,0,2 recibos de sueldo,3936.72,606,121739,No,3474,IPC cada 3 meses
4866,Departamento,San Vicente,126480,2,66,30,5496,2 recibos + garantía propietaria,1916.36,675,78861,No,2999,ICL cada 6 meses
4867,Departamento,Barrio Jardín,320947,3,87,1,15816,2 recibos de sueldo,3689.05,594,200113,Sí,5848,ICL cada 4 meses
4868,Departamento,Cerro de las Rosas,551304,5,123,14,23266,3 recibos de sueldo,4482.15,742,343743,Sí,12348,ICL cada 6 meses
4869,Departamento,Centro,200508,2,97,4,10639,2 recibos de sueldo,2067.09,727,125018,No,3234,ICL cada 4 meses
4870,Departamento,Villa Cabrera,310386,5,151,21,13465,1 recibo + garantía propietaria,2055.54,706,177748,No,7702,IPC cada 6 meses
4871,Departamento,Cofico,239598,3,91,47,13723,1 recibo + garantía propietaria,2632.95,586,149391,Sí,4979,ICL cada 3 meses
4872,Departamento,Cerro de las Rosas,470610,4,105,11,25417,1 recibo + garantía propietaria,4482.0,707,293429,Sí,10795,ICL cada 6 meses
4873,Departamento,General Paz,79002,1,15,2,4568,3 recibos de sueldo,5266.8,575,45242,No,1190,IPC cada 3 meses
4874,Casa,General Paz,248428,2,59,8,0,2 recibos de sueldo,4210.64,641,154897,No,5400,ICL cada 6 meses
4875,Casa,Urca,108717,1,33,33,0,3 recibos de sueldo,3294.45,386,62259,No,2610,IPC cada 4 meses
